raw_affiliation_string,to add,ror_id
"Fakultät für Ingenieurwissenschaften und Technik, Hochschule für angewandte Wissenschaft und Kunst, Von-Ossietzky-Straße 99, 37085 Göttingen, Germany",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"Federal Research Institute for Rural Areas, Forestry and Fisheries, Institute of Market Analysis, Johann Heinrich von Thnen Institute, Bundesallee 63, 38116 Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Federal Research Institute for Rural Areas, Forestry and Fisheries, Institute of Market Analysis, Johann Heinrich von Thünen Institute, Bundesallee 63, 38116 Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Federal Research Institute for Rural Areas, Forestry and Fisheries, Institute of Market Analysis, Johann Heinrich von Thünen Institute, Bundesallee 63, 38116, Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Felix-Bernstein-Institute for Mathematical Statistics in the Biosciences, Georgia-Augusta-University , Göttingen 37077 , Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Felix-Bernstein-Institute for Mathematical Statistics in the Biosciences, Georgia-Augusta-University, Göttingen, 37077, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Fire Department, City of Braunschweig and Department of Anesthesiology, Braunschweig Hospitals gGmbH; Institute for the History and Ethics of Medicine, Medical Faculty, University of Halle-Wittenberg (Saale); Institute for Family Practice, Medical Faculty, University of Essen-Duisburg; Fire Department, City of Braunschweig; Faculty of Public Health Services, Ostfalia University of Applied Sciences, Campus Wolfsburg; Department of Anesthesiology, Intensive Care Medicine, Emergency Medicine, and Pain Therapy, Klinik am Eichert, Alb Fils Hospitals, Göppingen",Ostfalia Hochschule für angewandte Wissenschaften,https://ror.org/01bk10867
"Food Quality and Design Group, Department of Agrotechnology and Food Sciences, Wageningen University & Research, P.O. Box 17, Bornse Weilanden 9, 6708 WG, Wageningen, the Netherlands; Isi GmbH, Ascherberg 2, 37124, Rosdorf, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"ForWind - Center for Wind Energy Research of the Universities of Oldenburg, Hanover and Bremen, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"ForWind - Center for Wind Energy Research, Universities of Oldenburg, Hannover and Bremen",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"ForWind - Center for Wind Energy Research, Universities of Oldenburg, Hannover and Bremen, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"ForWind – Center for Wind Energy Research of the Universities of Oldenburg, Hannover and Bremen, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"ForWind – Center for Wind Energy Research of the Universities of Oldenburg, Hannover, Bremen, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Forest Inventory and Remote Sensing Department, Faculty of Forest Sciences and Forest Ecology, University of Göttingen, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Forest Pathology Research Group, Department of Forest Botany and Tree Physiology, Faculty of Forest Sciences and Forest Ecology, Georg-August-University, 37073 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Former ILO Legal Adviser; Labour Law Institute, Georg‐Augustus University, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Formerly: Department of Polymer Materials and Plastics Engineering, Clausthal University of Technology, Germany",Technische Universität Clausthal,https://ror.org/04qb8nc58
"Fraunhofer IDMT, Project Group Hearing, Speech and Audio Technology, Cluster of Excellence “Hearing4all 1 ,” Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Fraunhofer IDMT, Project Group Hearing, Speech and Audio Technology, Cluster of Excellence “Hearing4all,” Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg 3 , 26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Fraunhofer Institute for Toxicology and Experimental Medicine (Item), Department of Pharmaceutical Biotechnology, Braunschweig",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Fraunhofer Institute for Toxicology and Experimental Medicine (Item), Department of Pharmaceutical Biotechnology, Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Fraunhofer Institute for Toxicology and Experimental Medicine (Item), Department of Pharmaceutical Biotechnology, Braunschweig, Germany; Leibniz Institute Dsmz – German Collection of Microorganisms and Cell Cultures, Department of Bioresources for Bioeconomy and Health Research, Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Fraunhofer-Institut für Digitale Medientechnologien IDMT, Hör-, Sprach- und Audiotechnologie and Cluster of Excellence Hearing4all, Oldenburg 26129, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Freie Universitt Berlin / Universitt Gttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Freie Universität Berlin / Universität Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Friederikenstift und Henriettenstift, Klinik für Orthopädie und Unfallchirurgie, DIAKOVERE Krankenhaus gGmbH, Humboldtstraße 5, 30169, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From Columbia University Irving Medical Center, New York (R.T.H., M.B.L., S.K.K.); Cedars-Sinai Medical Center, Los Angeles (R.M., M.M.), and Stanford University, Stanford (R.P.S., C.H.) - both in California; Piedmont Heart Institute, Marcus Heart Valve Center, Atlanta (V.H.T., P.Y.); Northwestern University Feinberg School of Medicine, Chicago (C.J.D., A.N.); Henry Ford Hospital, Detroit (B.O., J.L.); Oregon Health and Science University, Portland (F.Z., S.C.); Mayo Clinic, Rochester, MN (M.E., S.P.); Baylor Scott and White Heart Hospital Plano (R.S., M.S., P.A.G., M.J.M.) and Baylor Scott and White Research Institute Cardiac Imaging Core Laboratory (P.A.G., A.S.) - both in Plano, TX; Intermountain Medical Center, Murray, UT (B.W., N.K.S.); Christ Hospital, Cincinnati (S.G., T.S.-D.), and the Cleveland Clinic Foundation, Cleveland (S.K., S.C.H.); Heart Center Leipzig at Leipzig University, Leipzig (H.T.), and University Medical Center Mainz, Mainz (P.L.) - both in Germany; Morristown Medical Center, Morristown, NJ (R.K., K.K.); and the University of Virginia, Charlottesville (D.S.L., D.F.)",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From Heart Center Leipzig at University of Leipzig (H.T., H.-J.F., J.P., S.D., A.F.) and Helios Health Institute (E.K.), Leipzig, Institut für Herzinfarktforschung (U.Z., T.O., S.S.) and Klinikum Ludwigshafen (U.Z.), Ludwigshafen, University Medical Center Mannheim, Medical Faculty Mannheim, Heidelberg University, Mannheim (I.A., M.B., D.D.), the West German Heart and Vascular Center, University Hospital Essen (T.R., A.A.M.), and Contilia Elisabeth-Krankenhaus, Essen (I.V.), Essen, Asklepios Clinic Langen, Langen (R.L.), University Heart Center Lübeck and German Center for Cardiovascular Research, Partner Site Hamburg–Kiel–Lübeck, Lübeck (I.E., T. Graf), Heart Center Göttingen, University Medicine Göttingen, Göttingen (T.S., A.S.), Deutsches Herzzentrum der Charité, Department of Cardiology, Angiology and Intensive Care Medicine (C.S.), and Unfallkrankenhaus Berlin (L.B.), Berlin, University Heart and Vascular Center Hamburg (P.C.) and Asklepios Clinic St. Georg (E.T.), Hamburg, SLK Kl",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Clinic of Clinical Neurophysiology (C.S., R.K., N.K.F.), University Medical Center Göttingen; Department of Neurology and Epileptology, Hertie Institute of Clinical Brain Research (C.S., A.E., Y.L.H., R.K., J.M., H.L., N.K.F., C.B.), and MEG Center (C.B.), University of Tübingen, Germany; Department of Neurology (A.E.), University Hospital Zurich; Institute of Psychology (R.K.), University of Bern, Switzerland; and CIMeC (C.B.), Center for Mind/Brain Sciences, University of Trento, Italy",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Department of Cardiology of German Heart Center Charité and the Institute of Health Center for Regenerative Therapies, German Center for Cardiovascular Research (DZHK) Partner Site Berlin, Charité Universitätsmedizin (S.D.A., M.D., W.H.), the Department of Cardiology, Angiology, and Intensive Care Medicine, Deutsches Herzzentrum der Charité, Campus Benjamin Franklin, the Berlin Institute of Health, and DZHK Partner Site Berlin (U.L.), Deutsches Herzzentrum der Charité, the Department of Cardiology, Angiology, and Intensive Care Medicine, Campus Charité Mitte, the Center for Cardiovascular Telemedicine, and DZHK Partner Site Berlin, Charité Universitätsmedizin (F.K.), Berlin, the Departments of Cardiology and Pneumology (S.D.A., M.D., G.H., W.S.) and Medical Statistics (T.F., M.P.) and the Clinical Trial Unit (J.H.), University Medical Center Göttingen, and the Heart Center, Department of Cardiology (W.S.), Georg August University of Göttingen, DZHK Partner Site Göttingen, Gött",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Department of Clinical Pharmacology (M.H., C.M., T.R., W.S.) and the Department of Pharmacology (M.G.), Center of Drug Absorption and Transport, and the Department of Anesthesiology (A.D., S.A.), University Medicine Greifswald, Greifswald, Germany; the Institute of Pharmacy, Pharmaceutical and Medicinal Chemistry, University of Greifswald, Greifswald, Germany (A.L.); Develco Pharma Schweiz AG, Pratteln, Switzerland (H.R.), and the Department of Anesthesiology, Medical Center Goettingen, Goettingen, Germany (K.M.)",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Department of Health Services Research, Carl von Ossietzky University Oldenburg, Oldenburg, Germany (LM, FH); Department of Orthopedic Surgery, Pius-Hospital, Carl von Ossietzky University Oldenburg, Oldenburg, Germany (UM); Department of Rehabilitation Medicine, Hannover Medical School, Hannover, Germany (AB); Manfred-Sauer-Foundation Lobbach, Lobbach, Germany (VG); Spinal Cord Injury Center, Orthopaedic Department, Ulm University, Ulm, Germany (Y-BK); Treatment Center for Spinal Cord Injury, Trauma Hospital Berlin, Berlin, Germany (TL); and Spinal Cord Injury Center, Heidelberg University Hospital, Heidelberg, Germany (NW)",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Department of Mechanical Engineering, University College London, London, England (J.B., C.L.W., C.B., E.B.O.L., R.T., P.D.L.); European Synchrotron Radiation Facility, 71 Av des Martyrs, 38000 Grenoble, France (J.B., P.T., C.B., K.D.); UCL Institute of Cardiovascular Science, London, England (A.C.C.); Wellcome Sanger Institute, Hinxton, England (J.C.); Siemenst Healthineers, Erlangen, Germany (K.E.); Department of Radiology, Great Ormond Street Hospital for Children NHS Foundation Trust, London, England (O.A.); Laboratoire d'Anatomie des Alpes Françaises, Université Grenoble Alpes, Grenoble, France (A.B.); Institute of Pathology, Hannover Medical School, Hannover, Germany (C.W.); Biomedical Research in Endstage and Obstructive Lung Disease Hannover, German Center for Lung Research (DZL), Hannover, Germany (D.D.J.); Institute of Pathology, Faculty of Medicine, RWTH Aachen University, Aachen, Germany (D.D.J., M.A.); Institute of Pathology and Molecular Pathology, Helios University Clinic Wuppertal, Universität Witten/Herdecke, Wuppertal, Germany (M.A.); Institute of Functional and Clinical Anatomy, University Medical Center of the Johannes Gutenberg-University Mainz, Mainz, Germany (M.A.); and Research Complex at Harwell, Didcot, England (P.D.L.)",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"From the Department of Mechanical Engineering, University College London, London, England (J.B., C.L.W., C.B., E.B.O.L., R.T., P.D.L.); European Synchrotron Radiation Facility, 71 Av des Martyrs, 38000 Grenoble, France (J.B., P.T., C.B., K.D.); UCL Institute of Cardiovascular Science, London, England (A.C.C.); Wellcome Sanger Institute, Hinxton, England (J.C.); Siemenst Healthineers, Erlangen, Germany (K.E.); Department of Radiology, Great Ormond Street Hospital for Children NHS Foundation Trust, London, England (O.A.); Laboratoire d'Anatomie des Alpes Françaises, Université Grenoble Alpes, Grenoble, France (A.B.); Institute of Pathology, Hannover Medical School, Hannover, Germany (C.W.); Biomedical Research in Endstage and Obstructive Lung Disease Hannover, German Center for Lung Research (DZL), Hannover, Germany (D.D.J.); Institute of Pathology, Faculty of Medicine, RWTH Aachen University, Aachen, Germany (D.D.J., M.A.); Institute of Pathology and Molecular Pathology, Helios University Clinic Wuppertal, Universität Witten/Herdecke, Wuppertal, Germany (M.A.); Institute of Functional and Clinical Anatomy, University Medical Center of the Johannes Gutenberg-University Mainz, Mainz, Germany (M.A.); and Research Complex at Harwell, Didcot, England (P.D.L.)",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Department of Mechanical Engineering, University College London, London, England (J.B., C.L.W., C.B., E.B.O.L., R.T., P.D.L.); European Synchrotron Radiation Facility, 71 Av des Martyrs, 38000 Grenoble, France (J.B., P.T., C.B., K.D.); UCL Institute of Cardiovascular Science, London, England (A.C.C.); Wellcome Sanger Institute, Hinxton, England (J.C.); Siemenst Healthineers, Erlangen, Germany (K.E.); Department of Radiology, Great Ormond Street Hospital for Children NHS Foundation Trust, London, England (O.A.); Laboratoire d’Anatomie des Alpes Françaises, Université Grenoble Alpes, Grenoble, France (A.B.); Institute of Pathology, Hannover Medical School, Hannover, Germany (C.W.); Biomedical Research in Endstage and Obstructive Lung Disease Hannover, German Center for Lung Research (DZL), Hannover, Germany (D.D.J.); Institute of Pathology, Faculty of Medicine, RWTH Aachen University, Aachen, Germany (D.D.J., M.A.); Institute of Pathology and Molecular Pathology, Helios University Clinic Wuppertal, Universität Witten/Herdecke, Wuppertal, Germany (M.A.); Institute of Functional and Clinical Anatomy, University Medical Center of the Johannes Gutenberg–University Mainz, Mainz, Germany (M.A.); and Research Complex at Harwell, Didcot, England (P.D.L.)",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"From the Department of Mechanical Engineering, University College London, London, England (J.B., C.L.W., C.B., E.B.O.L., R.T., P.D.L.); European Synchrotron Radiation Facility, 71 Av des Martyrs, 38000 Grenoble, France (J.B., P.T., C.B., K.D.); UCL Institute of Cardiovascular Science, London, England (A.C.C.); Wellcome Sanger Institute, Hinxton, England (J.C.); Siemenst Healthineers, Erlangen, Germany (K.E.); Department of Radiology, Great Ormond Street Hospital for Children NHS Foundation Trust, London, England (O.A.); Laboratoire d’Anatomie des Alpes Françaises, Université Grenoble Alpes, Grenoble, France (A.B.); Institute of Pathology, Hannover Medical School, Hannover, Germany (C.W.); Biomedical Research in Endstage and Obstructive Lung Disease Hannover, German Center for Lung Research (DZL), Hannover, Germany (D.D.J.); Institute of Pathology, Faculty of Medicine, RWTH Aachen University, Aachen, Germany (D.D.J., M.A.); Institute of Pathology and Molecular Pathology, Helios University Clinic Wuppertal, Universität Witten/Herdecke, Wuppertal, Germany (M.A.); Institute of Functional and Clinical Anatomy, University Medical Center of the Johannes Gutenberg–University Mainz, Mainz, Germany (M.A.); and Research Complex at Harwell, Didcot, England (P.D.L.)",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Department of Neurology (C.S.), Friedrich-Baur-Institute, Ludwig-Maximilians-University Munich; German Center for Neurodegenerative Diseases (DZNE), Munich, Germany; Institute of Human Genetics (C.N.), Department of Medical Genetics, University of Göttingen, Germany; Department of Pediatrics (E.F.), Salzburg State Hospitals (SALK) and Paracelsus Medical University; Division of Clinical Genetics Salzburg State Hospitals and Paracelsus Medical University, Salzburg, Austria; Department of",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Department of Neurology (I.A., D.R., E.H., K.H., R.G., I.K.), St. Josef-Hospital, Ruhr-University Bochum, Germany; Department of Neurology (I.A.), Sechenov First Moscow State Medical University, Russia; NeuroCure Clinical Research Center (S.A., F.P.), Charité Universitätsmedizin Berlin, Berlin Institute of Health, Corporate Member of Freie Universität Berlin, Humboldt-Universität zu Berlin, Germany; Department of Neurology (C.T., M.W.H.), Hannover Medical School, Germany; Institute of",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Department of Neurology (M.W.H., F.B., D.T., S.G., C.T.), Hannover Medical School, Germany; Department of Neurology (I.A., T.P., K.H., I.K.), St. Josef Hospital, Ruhr University Bochum, Germany; Department of Neurology (L.K.), University of Münster, Germany; Department of Neurology and Institute of Neuroimmunology and MS (INIMS) (V.H., J.-P.S.), University Medical Center Hamburg-Eppendorf, Germany; Aix-Marseille Univ (J.-P.S.), CNRS, CRMBM, UMR 7339, Marseille Cedex, France; APHM (J.-P.S.),",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Department of Neurology (P.S., T.S., F.F.K., Nora Möhn, M.S., K.-W.S.), Hannover Medical School; Department of Neurology (P.L.), Georg August University Göttingen; Department of Neurology (M.D., J.L.), Ulm University; Department of Neurology (M.R.), Medical Faculty, Heinrich-Heine-University Düsseldorf; Department of Neurology (M.R., T.M.), Centre for Neurology and Neuropsychiatry, LVR-Klinikum, Heinrich-Heine-University Düsseldorf; Institute of Neuroimmunology and Multiple Sclerosis (M.A.F",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Department of Neurology (P.S., T.S., F.F.K., Nora Möhn, M.S., K.-W.S.), Hannover Medical School; Department of Neurology (P.L.), Georg August University Göttingen; Department of Neurology (M.D., J.L.), Ulm University; Department of Neurology (M.R.), Medical Faculty, Heinrich-Heine-University Düsseldorf; Department of Neurology (M.R., T.M.), Centre for Neurology and Neuropsychiatry, LVR-Klinikum, Heinrich-Heine-University Düsseldorf; Institute of Neuroimmunology and Multiple Sclerosis (M.A.F",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Department of Neuropathology (E.S.F., D.H., M.S.W.), University Medical Center; Department of Neurology (E.S.F., M.S.W.), University Medical Center; and Fraunhofer-Institute for Translational Medicine and Pharmacology ITMP (D.H., M.S.W.), Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Department of Rehabilitation Medicine, Hannover Medical School, Hannover, Germany (LMG, CS, CG, AR); and University of Applied Sciences and Art, Hildesheim, Germany (TS-K)",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"From the Department of Rehabilitation Medicine, Hannover Medical School, Hannover, Germany (LMG, CS, CG, AR); and University of Applied Sciences and Art, Hildesheim, Germany (TS-K)",Hochschule Hannover,https://ror.org/03m2kj587
"From the Department of Respiratory Medicine and Infectious Diseases, Hannover Medical School, Member of the German Center for Lung Research, Biomedical Research in End-Stage and Obstructive Lung Disease Hannover, Hannover (M.M.H., K.M.O.), the Department of Internal Medicine, Universities of Giessen and Marburg Lung Center, Institute for Lung Health, Cardio-Pulmonary Institute, Member of the German Center for Lung Research, Giessen (H.A.G.), Thoraxklinik-Heidelberg and the German Center for Lung Research, Heidelberg (E.G.), and the Department of Cardiology, Heart Center, University Hospital Cologne, Cologne (S.R.) - all in Germany; the University of Colorado, Anschutz Medical Campus, Aurora (D.B.B.); the National Heart and Lung Institute, Imperial College London, London (J.S.R.G.); George Washington University, Washington, DC (M.G.-M.); the University of Michigan, Ann Arbor (V.V.M.); Tufts Medical Center (I.R.P.) and Brigham and Women's Hospital (A.B.W.) - both in Boston; Instituto do Coração, Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo, São Paulo (R.S.), and Irmandade da Santa Casa de Misericórdia de Porto Alegre, Porto Alegre (G.M.) - both in Brazil; the Pulmonary Circulation Center, Department of Cardiac and Vascular Diseases, Jagiellonian University Medical College, John Paul II Hospital in Krakow, Krakow, Poland (G.K.); Merck (Y.X., J.K.) and Acceleron Pharma (B.M., M.F., J.B., J.O.P.) - both in Rahway, NJ; and Université Paris-Saclay, INSERM Unité Mixte de Recherche en Santé 999, Hôpital Bicêtre (Assistance Publique-Hôpitaux de Paris), Le Kremlin-Bicêtre, France (M.H.)",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Department of Respiratory Medicine and Infectious Diseases, Hannover Medical School, Member of the German Center for Lung Research, Biomedical Research in End-Stage and Obstructive Lung Disease Hannover, Hannover (M.M.H., K.M.O.), the Department of Internal Medicine, Universities of Giessen and Marburg Lung Center, Institute for Lung Health, Cardio-Pulmonary Institute, Member of the German Center for Lung Research, Giessen (H.A.G.), Thoraxklinik-Heidelberg and the German Center for Lung Research, Heidelberg (E.G.), and the Department of Cardiology, Heart Center, University Hospital Cologne, Cologne (S.R.) — all in Germany; the University of Colorado, Anschutz Medical Campus, Aurora (D.B.B.); the National Heart and Lung Institute, Imperial College London, London (J.S.R.G.); George Washington University, Washington, DC (M.G.-M.); the University of Michigan, Ann Arbor (V.V.M.); Tufts Medical Center (I.R.P.) and Brigham and Women’s Hospital (A.B.W.) — both in Boston; Instituto do",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Division of Experimental Imaging, Department of Diagnostic and Interventional Radiology (L.D.G., V.K., S.S.M., I.Y., C.B.), Department of Diagnostic and Interventional Radiology (S.M., S.B., K.E., T.G.R., D.P.D.S., M.H., T.J.V.), and Department of Biostatistics and Mathematical Modeling (E.H., R.G.), University Hospital Frankfurt, Theodor-Stern-Kai 7, 60590 Frankfurt am Main, Germany; Department of Biomedical Sciences and Morphological and Functional Imaging, University Hospital Messina, Messina, Italy (T.D.); Department of Radiology and Nuclear Medicine, Erasmus Medical College, Rotterdam, the Netherlands (T.D.); and Fraunhofer IGD, Darmstadt, Germany (S.W.)",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Epilepsy Center Frankfurt Rhine-Main (I.B., F.R., A.S.), LOEWE Center for Personalized Translational Epilepsy Research (CePTER) (I.B., F.R.), and Department of Neurology (I.B., F.R., A.S.), Goethe-University, Frankfurt am Main, Germany; Department of Neurology (I.B., A.O.R.), Centre Hospitalier Universitaire Vaudois (CHUV) and University of Lausanne, Switzerland; Department of Neurology (C.K.), Klinikum Osnabrück; Epilepsy Center (C.K.), Münster-Osnabrück, Campus Osnabrück, Osnabrück,",Universität Osnabrück,https://ror.org/04qmmjx98
"From the Friedrich-Baur-Institute (C.M.N., C.B.C., T.K.), Department of Neurology, University Hospital, LMU Munich, Germany; Institute of Human Genetics (C.M.N.), University Medical Center Göttingen, Germany; Department of Pediatrics (H.S.), Medical Genetics, Dr. von Haunersches Kinderspital, University Hospital, LMU Munich, Germany; Department of Neuroradiology (K.S.), University Hospital, LMU Munich, Germany; Institute of Human Genetics (B.A., T.B.H.), Technical University Munich, Germany;",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the German Center for Neurodegenerative Diseases (DZNE) (O.V.B., G.Z., M.A., A.C.-B., W.G., C.M., R.Y., E.D., A.M.), Magdeburg; Institute of Cognitive Neurology and Dementia Research (IKND) (O.V.B., G.Z., H.S., A.C.-B., L.D., C.M., R.Y., E.D.), Otto-von-Guericke University, Magdeburg; German Center for Neurodegenerative Diseases (DZNE) (J.M.K., J.W., B.H.S.), Goettingen; Department of Behavioral Neurology (A. Richter, B.H.S.), Leibniz Institute for Neurobiology, Magdeburg; German Center for",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"From the Institute of Pathology and Department of Molecular Pathology, Helios University Clinic Wuppertal, University of Witten-Herdecke, Wuppertal (M.A.), the Institute of Functional and Clinical Anatomy, University Medical Center of the Johannes Gutenberg University Mainz, Mainz (M.A.), the Institute of Pathology (M.K., F.L., C.W., H.S., D.J.), the Department of Cardiothoracic, Transplantation, and Vascular Surgery (A.H.), and the Clinic of Pneumology (T.W.), Hannover Medical School, and the German Center for Lung Research, Biomedical Research in Endstage and Obstructive Lung Disease Hannover (BREATH) (M.K., A.H., T.W., F.L., C.W., H.S., D.J.), Hannover - all in Germany; the Laboratory of Respiratory Diseases, BREATH, Department of Chronic Diseases, Metabolism, and Aging, KU Leuven, Leuven, Belgium (S.E.V., A.V.); the Institute of Pathology and Medical Genetics, University Hospital Basel, Basel, Switzerland (A.T.); and the Angiogenesis Foundation, Cambridge (W.W.L., V.W.L.), and the Laboratory of Adaptive and Regenerative Biology and the Division of Thoracic Surgery, Brigham and Women's Hospital, Harvard Medical School, Boston (S.J.M.) - all in Massachusetts",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"From the Institute of Pathology and Department of Molecular Pathology, Helios University Clinic Wuppertal, University of Witten–Herdecke, Wuppertal (M.A.), the Institute of Functional and Clinical Anatomy, University Medical Center of the Johannes Gutenberg University Mainz, Mainz (M.A.), the Institute of Pathology (M.K., F.L., C.W., H.S., D.J.), the Department of Cardiothoracic, Transplantation, and Vascular Surgery (A.H.), and the Clinic of Pneumology (T.W.), Hannover Medical School, and the",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Fränk Witzel (*1962 in Bad Hersfeld) studierte Germanistik und Theologie in                      Saarbrücken und Göttingen. In seiner Dissertation »Die Dame im Gruppenbild als                      christlicher Gegenentwurf zum repressiv-asketischen Traditionsstrang des Christentums                      « beschäftige er sich mit Böll und Kierkegaard. Seit 2001 arbeitet er als Online-                      Redakteur an der Pressestelle der Universität Göttingen, hat Rezensionen für das                      Göttinger Tageblatt geschrieben und hunderte Gedichte verfasst. 2015 ist sein Roman                      Rock, Rinder und die Posaunen der Poesie erschienen. Zur Zeit schreibt er an dem Roman                      Granaten im Büro. Die Giftspritzen haben übernommen",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Functional Breeding – Genetik und züchterische Verbesserung funktionaler Merkmale, GAU  Göttingen Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Functional Breeding – Genetik und züchterische Verbesserung funktionaler Merkmale, GAU Göttingen Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"GIZ-Nord Poisons Centre, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
GOTTFRIED WILHELM LEIBNIZ UNIVERSITAT HANNOVER,Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Gastroenterology,Gastrointestinal Oncology and Endocrinology, University Medicine Goettingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Gemeinschaftspraxis für Strahlentherapie und Radioonkologie (GSR), Hannover, Deutschland",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Gemeinschaftspraxis für Strahlentherapie und Radioonkologie, Onkologische Praxis am Raschplatz, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
Geographisches Institut Abt. Humangeographie Göttingen Deutschland,Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Georg-August University of Göttingen, Institute of Anatomy and Embryology, University Medical Center, Germany & University of Hildesheim, Institute of Biology and Chemistry, Germany",Stiftung Universität Hildesheim,https://ror.org/02f9det96
"Georg-August-Universit&#x00E4;t G&#x00F6;ttingen, G&#x00F6;ttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Georg-August-Universitat, Hannover, Niedersachsen Germany. E-mail:",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Georg-August-University Goettingen, International Max Planck Research School for Neurosciences, Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Georg-August-University Gttingen, 37077 Gttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Georg-August-University Göttingen, Department of Crop Sciences - Grassland Science, Göttingen, Germany and University of Vechta, Geo-Lab, Vechta, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Georg-August-University Göttingen, German Primate Center, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Georg-August-University Göttingen, International Max Planck Research School for Neurosciences, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
